:END_ID(VOCAB-ID),:START_ID(VOCAB-ID),OriginalSource:string,Type:string,:TYPE,Source
HGNC_3612,HGNC_6150,https://www.ncbi.nlm.nih.gov/pubmed/10037797/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_3612,https://www.ncbi.nlm.nih.gov/pubmed/10037797/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3612,HGNC_6156,https://www.ncbi.nlm.nih.gov/pubmed/10037797/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_3612,https://www.ncbi.nlm.nih.gov/pubmed/10037797/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2188,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2188,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2198,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2198,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_26674,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_26674,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_22986,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_22986,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_22986,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_22986,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_26674,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_26674,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2191,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2191,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9031,HGNC_6141,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6141,HGNC_9031,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12663,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_12663,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12663,HGNC_6145,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6145,HGNC_12663,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6140,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6140,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5345,HGNC_6155,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_5345,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5345,HGNC_6148,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6148,HGNC_5345,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5417,HGNC_5432,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5417,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5417,HGNC_5433,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5417,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6470,HGNC_6150,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2132622/""",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_6470,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2132622/""",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6470,HGNC_6156,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2132622/""",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_6470,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2132622/""",receptor_of,Curated_relationship,CellPhoneDB
HGNC_12724,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_12724,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2198,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2198,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2194,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2194,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2216,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2216,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2186,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2186,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_14686,HGNC_6153,https://www.ncbi.nlm.nih.gov/pubmed/12070135/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_14686,https://www.ncbi.nlm.nih.gov/pubmed/12070135/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_14686,HGNC_6140,https://www.ncbi.nlm.nih.gov/pubmed/12070135/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6140,HGNC_14686,https://www.ncbi.nlm.nih.gov/pubmed/12070135/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2203,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2203,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3612,HGNC_6155,"https://www.ncbi.nlm.nih.gov/pubmed/7621072,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2143337/",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_3612,"https://www.ncbi.nlm.nih.gov/pubmed/7621072,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2143337/",receptor_of,Curated_relationship,CellPhoneDB
HGNC_3612,HGNC_6149,"https://www.ncbi.nlm.nih.gov/pubmed/7621072,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2143337/",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6149,HGNC_3612,"https://www.ncbi.nlm.nih.gov/pubmed/7621072,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2143337/",receptor_of,Curated_relationship,CellPhoneDB
HGNC_11785,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_11785,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18364,HGNC_5965,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5965,HGNC_18364,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18364,HGNC_18584,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18584,HGNC_18364,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5418,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5418,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5418,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5418,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5422,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5422,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5422,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5422,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18363,HGNC_5965,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5965,HGNC_18363,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18363,HGNC_18584,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18584,HGNC_18363,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_24343,HGNC_6140,"PMID: 1830891, PMID: 8970045",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6140,HGNC_24343,"PMID: 1830891, PMID: 8970045",receptor_of,Curated_relationship,CellPhoneDB
HGNC_12724,HGNC_6138,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6138,HGNC_12724,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2218,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2218,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18163,HGNC_5432,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_18163,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18163,HGNC_5433,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_18163,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2186,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2186,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2207,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2207,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_14685,HGNC_6155,"(PubMed:11812992, PubMed:15528364)",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_14685,"(PubMed:11812992, PubMed:15528364)",receptor_of,Curated_relationship,CellPhoneDB
HGNC_14685,HGNC_6148,"(PubMed:11812992, PubMed:15528364)",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6148,HGNC_14685,"(PubMed:11812992, PubMed:15528364)",receptor_of,Curated_relationship,CellPhoneDB
HGNC_26674,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_26674,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2214,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2214,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2194,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2194,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2216,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2216,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6141,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6141,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6138,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6138,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2215,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2215,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12663,HGNC_6140,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6140,HGNC_12663,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2206,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2206,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5434,HGNC_5432,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5434,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5434,HGNC_5433,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5434,PMID: 9208871,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5347,HGNC_6155,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_5347,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5347,HGNC_6148,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6148,HGNC_5347,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5426,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5426,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5426,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5426,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9053,HGNC_6150,"https://www.ncbi.nlm.nih.gov/pubmed/11053440,https://www.ncbi.nlm.nih.gov/pubmed/15863511",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_9053,"https://www.ncbi.nlm.nih.gov/pubmed/11053440,https://www.ncbi.nlm.nih.gov/pubmed/15863511",receptor_of,Curated_relationship,CellPhoneDB
HGNC_9053,HGNC_6156,"https://www.ncbi.nlm.nih.gov/pubmed/11053440,https://www.ncbi.nlm.nih.gov/pubmed/15863511",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_9053,"https://www.ncbi.nlm.nih.gov/pubmed/11053440,https://www.ncbi.nlm.nih.gov/pubmed/15863511",receptor_of,Curated_relationship,CellPhoneDB
HGNC_11935,HGNC_6138,https://www.ncbi.nlm.nih.gov/pubmed/11875495,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6138,HGNC_11935,https://www.ncbi.nlm.nih.gov/pubmed/11875495,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11935,HGNC_6156,https://www.ncbi.nlm.nih.gov/pubmed/11875495,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_11935,https://www.ncbi.nlm.nih.gov/pubmed/11875495,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11766,HGNC_11773,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11773,HGNC_11766,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11766,HGNC_171,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_171,HGNC_11766,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_24343,HGNC_6150,PMID: 24442579,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_24343,PMID: 24442579,receptor_of,Curated_relationship,CellPhoneDB
HGNC_24343,HGNC_6156,PMID: 24442579,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_24343,PMID: 24442579,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6765,HGNC_6140,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6140,HGNC_6765,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11766,HGNC_11772,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11772,HGNC_11766,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2466,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2466,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2466,HGNC_6139,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6139,HGNC_2466,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5429,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5429,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5429,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5429,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2207,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2207,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11801,HGNC_6155,https://www.ncbi.nlm.nih.gov/pubmed/15850796,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_11801,https://www.ncbi.nlm.nih.gov/pubmed/15850796,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11801,HGNC_6149,https://www.ncbi.nlm.nih.gov/pubmed/15850796,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6149,HGNC_11801,https://www.ncbi.nlm.nih.gov/pubmed/15850796,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6492,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_6492,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5318,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_5318,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5464,HGNC_6158,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6158,HGNC_5464,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5464,HGNC_6142,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6142,HGNC_5464,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2201,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2201,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5424,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5424,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5424,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5424,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2187,HGNC_6153,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_2187,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2187,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2187,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5344,HGNC_6152,https://www.ncbi.nlm.nih.gov/pubmed/16252253,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6152,HGNC_5344,https://www.ncbi.nlm.nih.gov/pubmed/16252253,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5344,HGNC_6155,https://www.ncbi.nlm.nih.gov/pubmed/16252253,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_5344,https://www.ncbi.nlm.nih.gov/pubmed/16252253,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12663,HGNC_6153,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4368157/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_12663,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4368157/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12663,HGNC_6140,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4368157/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6140,HGNC_12663,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4368157/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_18038,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_18038,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5420,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5420,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5420,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5420,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5421,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5421,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5421,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5421,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4439,HGNC_6155,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2194217/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_4439,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2194217/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_4439,HGNC_6149,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2194217/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6149,HGNC_4439,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2194217/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5423,HGNC_5432,"3se3, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5423,"3se3, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5423,HGNC_5433,"3se3, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5423,"3se3, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_2219,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2219,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5428,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5428,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5428,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5428,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5344,HGNC_6155,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6155,HGNC_5344,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5344,HGNC_6149,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6149,HGNC_5344,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6492,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_6492,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6492,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_6492,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5318,HGNC_6140,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6140,HGNC_5318,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2201,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2201,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2191,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_2191,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9579,HGNC_9967,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_9967,HGNC_9579,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5427,HGNC_5432,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5432,HGNC_5427,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5427,HGNC_5433,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_5433,HGNC_5427,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11801,HGNC_6152,https://www.ncbi.nlm.nih.gov/pubmed/15850796,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6152,HGNC_11801,https://www.ncbi.nlm.nih.gov/pubmed/15850796,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11935,HGNC_6153,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3365732/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_11935,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3365732/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11935,HGNC_6141,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3365732/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6141,HGNC_11935,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3365732/,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2187,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2187,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2207,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2207,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_22986,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_22986,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2200,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_2200,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3778,HGNC_6136,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6136,HGNC_3778,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11769,HGNC_11772,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11772,HGNC_11769,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_22986,HGNC_6134,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6134,HGNC_22986,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_24824,HGNC_6153,https://www.ncbi.nlm.nih.gov/pubmed/12392763,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6153,HGNC_24824,https://www.ncbi.nlm.nih.gov/pubmed/12392763,receptor_of,Curated_relationship,CellPhoneDB
HGNC_24824,HGNC_6137,https://www.ncbi.nlm.nih.gov/pubmed/12392763,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_24824,https://www.ncbi.nlm.nih.gov/pubmed/12392763,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2191,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2191,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12726,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_12726,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_12726,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_12726,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3665,HGNC_6150,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_3665,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_3665,HGNC_6156,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6156,HGNC_3665,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6492,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_6492,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_2187,HGNC_6137,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6137,HGNC_2187,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_7997,HGNC_6158,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6158,HGNC_7997,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_7997,HGNC_6142,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_6142,HGNC_7997,uniprot,receptor_of,Curated_relationship,CellPhoneDB
HGNC_11766,HGNC_6150,"5ffo, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_6150,HGNC_11766,"5ffo, PDB",receptor_of,Curated_relationship,CellPhoneDB
HGNC_5346,HGNC_6146,uniprot,receptor_of,Curated_relationship,CellPhoneDB
